GeneSymbol,Combined T/B,FDR,Affy T/B,Agilent T/B,Illum T/B,Nimbl T/B,AffyT.1,AffyT.2,AffyT.3,AffyB.1,AffyB.2,AffyB.3,AgilT.1,AgilT.2,AgilT.3,AgilB.1,AgilB.2,IllumT.1,IllumT.2,IllumT.3,IllumB.1,IllumB.2,IllumB.3,NimbT.1,NimbT.2,NimbT.3,NimbB.1,NimbB.2,NimbB.3
Rqcd1,1.183,0.0025,1.327,1.051,1.113,1.240,96.4,65.9,61.1,52.9,50.9,64.5,24.3,30.8,33.1,28.6,27.4,243.0,264.3,278.3,233.2,233.1,239.6,3128.0,2533.9,2510.7,2136.5,2478.0,1975.0
Mpp6,1.183,0.000733333333333,1.058,1.312,1.185,1.176,60.2,64.6,50.8,57.4,53.1,55.6,478.8,428.2,531.0,360.4,370.2,113.5,95.1,118.0,86.9,107.9,80.9,4581.3,4885.3,4833.2,4318.5,3588.9,4256.3
Unc5cl,1.183,0.008033333333333,1.399,,0.950,1.199,15.1,17.0,17.0,11.5,10.8,12.8,167.2,132.0,182.3,60.6,99.9,37.5,34.1,29.2,37.0,37.1,32.0,296.3,294.5,308.1,243.2,273.0,233.4
Bc005537,1.183,0.001433333333333,,1.236,1.115,1.198,,,,,,,1967.0,1807.8,1841.0,1527.1,1502.0,499.4,440.0,505.4,424.0,425.5,446.7,7644.2,5824.5,7260.8,6300.1,5467.5,5538.5
3110024a21Rik,1.183,0.1154,,0.857,1.119,1.572,,,,,,,600.2,745.6,643.8,729.2,818.8,123.7,138.1,144.2,116.7,121.0,125.1,247.3,144.3,152.6,150.2,71.7,124.2
Ppa1,1.183,0.011233333333333,1.135,1.101,,1.314,70.4,73.4,71.4,72.8,51.5,65.3,537.8,467.6,490.7,479.9,426.4,,,,,,,387.1,503.0,508.6,420.0,393.4,251.3
4933421e11Rik,1.183,0.0074,1.020,1.314,1.113,1.286,36.3,39.6,41.9,40.9,37.9,36.7,163.0,212.0,182.3,136.8,146.0,56.4,48.0,59.7,51.0,44.9,51.5,3712.1,3383.9,2599.0,2485.0,1589.8,3465.6
Ptpn2,1.183,0.003,1.293,1.298,1.077,1.064,84.6,96.8,78.3,75.5,59.6,65.6,1675.7,1751.2,1740.1,1297.4,1355.5,75.7,63.5,69.6,73.9,57.1,62.8,1389.5,998.0,1497.6,1231.1,1079.7,1339.9
2810008m24Rik,1.183,0.004366666666667,,1.192,1.112,1.246,,,,,,,880.4,826.8,1027.0,763.8,765.6,612.1,704.6,686.9,644.8,634.0,522.5,2572.4,2211.2,2120.1,2275.2,1882.6,1384.2
Reep4,1.183,0.004066666666667,1.135,1.129,,1.286,113.1,104.7,129.1,105.5,94.9,105.2,199.7,193.3,178.6,171.8,165.6,,,,,,,689.0,508.6,618.1,553.7,375.0,483.5
Itga4,1.183,0.171833333333333,,1.485,0.746,1.319,,,,,,,511.8,327.3,626.6,229.0,429.0,155.7,212.7,141.4,264.8,216.2,202.5,600.0,521.4,699.4,376.4,455.6,548.3
Gm237,1.183,0.016266666666667,0.973,1.299,,1.278,68.5,49.4,58.5,59.5,66.3,55.4,93.2,80.5,86.3,60.7,72.8,,,,,,,1041.7,815.4,804.1,796.0,630.7,655.6
Cpne1,1.184,0.075866666666667,,1.204,1.036,1.311,,,,,,,1033.0,1151.0,1017.6,764.6,1008.8,61.0,42.0,52.2,48.2,71.7,29.7,2133.2,1452.0,1582.5,1257.8,1332.2,1350.8
Cacna2d2,1.184,0.0563,0.958,1.270,1.623,0.885,8.0,7.4,9.2,8.5,9.7,7.5,408.6,303.9,312.2,244.0,294.1,59.5,91.1,75.4,43.3,47.8,48.1,160.6,182.3,241.4,107.6,231.6,321.2
Zfp82,1.184,0.021333333333333,,1.117,1.173,1.262,,,,,,,313.4,358.6,295.4,298.6,278.7,183.2,198.5,206.5,171.5,160.6,169.2,584.1,460.8,508.6,566.6,227.5,437.1
Kti12,1.184,0.048233333333333,1.067,1.438,,1.047,135.7,109.4,94.6,112.3,97.1,108.9,439.0,303.9,394.9,293.1,234.4,,,,,,,2538.6,1814.0,1982.0,2319.1,1842.0,1889.9
Nol8,1.184,0.012233333333333,1.081,1.380,1.021,1.254,136.4,140.6,103.3,129.4,116.4,105.9,444.4,200.4,503.1,237.0,317.4,756.3,789.8,737.0,808.9,776.1,651.8,2218.5,2625.9,2550.6,2443.9,1610.5,1841.4
Ywhaz,1.184,0.029633333333333,1.004,1.139,1.287,1.307,290.8,291.8,302.6,300.1,272.9,308.9,1138.8,1823.2,1090.8,964.4,1406.9,46.9,31.8,30.3,29.9,23.4,31.4,16570.4,13344.5,12526.9,11391.8,10861.7,10211.7
Ga17,1.184,0.033033333333333,,1.352,1.103,1.098,,,,,,,2724.0,2034.0,2494.0,1673.4,1901.4,126.6,76.4,119.8,92.1,112.6,88.0,7571.5,9850.3,8836.7,8758.0,7291.3,7866.2
Exoc8,1.184,0.000533333333333,1.094,1.067,1.221,1.355,54.2,44.3,42.1,45.1,41.5,42.0,478.8,419.0,428.7,406.2,422.3,810.2,792.5,715.8,628.5,610.3,659.8,4657.1,3506.4,2848.3,3040.2,3030.7,2055.4
Hnrpf,1.185,<0.00003,1.169,1.218,1.108,1.243,1738.9,1754.9,1528.7,1543.9,1352.2,1398.5,15582.0,19624.0,16154.0,14134.0,13974.0,27.2,23.5,22.6,23.2,21.7,21.3,20441.8,23818.8,19998.4,17133.0,15164.5,19387.0
Ppfia1,1.185,0.010933333333333,,1.364,1.124,1.067,,,,,,,987.3,1050.0,977.4,737.3,736.6,920.0,997.4,931.2,882.9,830.1,821.0,261.3,298.1,244.4,303.6,193.6,256.4
Dnd1,1.185,0.002133333333333,1.237,1.296,1.176,1.030,8.6,7.9,11.0,7.5,7.0,7.7,67.6,90.4,60.1,57.4,54.7,66.9,55.1,67.3,54.2,55.3,51.5,236.8,193.3,171.9,210.4,197.0,177.3
Rplp2,1.185,6.66666666666667E-05,1.364,1.142,1.199,1.035,28.6,30.6,22.2,21.7,17.7,20.2,125080.0,157220.0,113960.0,117360.0,113960.0,7131.4,7594.3,7082.9,5911.7,6604.6,5669.5,11388.7,14487.9,14551.3,12521.6,13810.9,12732.5
Slc25a29,1.185,0.019,1.171,,1.236,1.148,15.1,19.0,20.2,16.4,15.0,15.0,90.4,107.6,123.0,52.9,57.5,44.5,47.2,41.0,32.1,39.0,36.2,70.3,71.6,61.3,57.5,38.1,81.4
Adam1a,1.185,0.0056,1.159,,1.179,1.217,22.9,29.0,29.2,25.2,21.1,23.6,64.8,67.7,60.1,35.3,47.8,50.9,52.6,52.4,41.2,49.0,42.0,1542.3,2049.8,2001.9,1429.8,1490.5,1674.5
Ptges3,1.185,0.116766666666667,1.072,0.967,,1.516,112.3,119.6,115.1,135.2,90.6,98.1,1243.6,1894.8,1046.4,1418.4,1465.8,,,,,,,7212.4,4993.0,4105.3,4731.3,2625.5,3399.7
Exoc3,1.185,0.0254,1.081,1.068,,1.406,146.9,145.9,140.5,157.5,127.5,115.7,325.8,312.2,385.4,259.2,379.8,,,,,,,3167.2,2401.0,2802.1,2296.3,1749.8,1906.6
Elf2,1.185,0.033266666666667,0.957,,1.175,1.424,118.0,130.2,106.4,127.4,114.1,129.1,399.6,243.0,412.4,105.8,156.7,178.2,127.3,159.8,128.2,153.9,113.8,5645.0,4573.2,3770.8,3916.7,2840.4,3064.1
1700094d03Rik,1.185,0.003066666666667,,1.147,1.084,1.326,,,,,,,305.1,306.0,292.4,282.0,243.0,134.2,104.2,122.5,111.8,98.4,122.8,7385.7,5794.9,6535.1,5239.2,5157.5,4475.6
2410017p07Rik,1.186,0.0046,,1.192,1.189,1.176,,,,,,,127.0,124.9,123.0,95.7,114.0,336.4,305.0,324.5,264.3,284.0,263.9,639.6,843.1,613.4,615.0,450.8,716.8
Ankrd10,1.186,0.006266666666667,1.137,1.181,1.240,,111.6,114.0,101.7,102.2,90.2,95.6,902.0,667.0,873.6,815.4,563.8,545.5,451.4,531.1,401.2,412.5,419.1,1834.9,1967.1,1712.6,1349.5,1228.0,1396.3
L3mbtl3,1.186,0.020933333333333,1.129,,1.123,1.305,209.3,187.5,193.0,175.9,172.3,174.1,232.6,150.9,220.0,121.2,128.1,181.2,219.4,254.4,205.1,183.4,194.6,1978.7,1496.0,1833.3,1382.3,1102.3,1583.3
Dcakd,1.186,0.125,1.191,1.531,,0.835,44.0,29.4,35.0,31.8,23.9,35.3,51.9,41.2,46.6,39.3,21.5,,,,,,,336.8,651.0,671.1,742.1,551.4,692.7
Herc2,1.186,0.007466666666667,1.143,0.936,1.352,1.313,171.3,164.0,149.2,143.9,125.7,154.3,130.9,85.3,102.7,127.0,100.2,1370.6,1346.6,1441.4,1098.6,954.4,1022.0,6356.6,6710.2,6721.4,4571.3,4411.1,6086.0
Rpo1-4,1.186,<0.00003,1.174,1.162,1.210,1.199,140.5,135.4,127.0,108.4,113.8,121.1,705.4,799.0,689.1,658.6,599.9,788.2,787.5,712.0,540.9,627.2,722.6,4260.3,4584.8,5228.8,3861.1,3789.4,4091.8
Plagl2,1.186,0.004066666666667,1.166,1.213,1.167,1.198,96.8,101.2,101.8,90.7,81.9,84.5,124.6,86.3,131.5,81.7,106.6,601.5,679.8,630.8,531.6,519.7,586.5,708.2,571.6,810.0,685.1,510.8,548.0
Mier1,1.186,0.001166666666667,1.117,1.045,,1.398,124.4,126.0,112.6,109.2,109.0,106.9,1675.7,1929.0,1733.5,1659.7,1746.6,,,,,,,2355.1,1793.9,1911.8,1477.7,1571.7,1287.1
Zfp644,1.186,0.0135,1.122,1.269,,1.169,185.3,171.5,170.0,160.8,157.1,151.8,175.3,203.6,193.7,139.3,161.5,,,,,,,349.9,290.9,276.3,347.2,205.2,232.3
Exosc1,1.187,0.004766666666667,1.045,1.213,1.142,1.346,97.6,106.5,81.0,91.4,92.2,89.4,458.8,360.7,495.0,320.6,401.6,752.7,880.0,885.4,727.7,755.0,721.9,3919.7,4335.5,4115.7,4025.5,2422.0,2742.3
Ai790298,1.187,0.022866666666667,,1.208,1.311,1.041,,,,,,,85.5,114.5,127.0,91.4,89.0,159.5,197.4,200.4,129.2,136.3,159.8,1137.4,892.2,1185.3,838.6,1198.2,1050.9
G431001i09Rik,1.187,0.0171,,1.304,1.005,1.252,,,,,,,1324.6,1271.8,1263.2,934.4,1039.4,136.9,128.3,135.0,125.4,152.5,120.2,3543.8,2899.7,2437.0,3010.3,2049.7,2033.8
Rbm12,1.187,0.001366666666667,1.024,1.323,1.070,1.331,228.8,245.6,225.3,242.2,208.2,233.1,257.0,189.0,195.7,142.9,180.4,412.9,333.8,369.9,329.8,346.0,367.4,1822.9,1588.5,1515.7,1401.2,1056.2,1244.7
Tada2l,1.187,0.012333333333333,1.024,1.297,1.025,1.403,25.4,25.7,21.7,24.2,24.3,22.6,181.6,186.2,220.0,143.7,158.4,129.4,132.0,127.4,126.6,125.0,127.7,331.6,210.9,154.9,190.4,188.2,118.6
Vps4a,1.187,0.017933333333333,1.103,,1.161,1.298,67.9,58.4,57.1,54.6,55.8,55.9,23.2,12.9,27.6,13.7,12.6,563.8,491.5,506.6,451.1,457.3,437.1,1947.5,1534.6,1748.0,1578.9,1088.7,1361.4
Ppp1ca,1.187,0.001066666666667,1.033,1.267,1.242,1.208,681.8,714.0,625.7,686.3,580.2,691.3,8238.0,6112.0,8676.0,6692.0,5422.0,3061.8,3134.0,2975.0,2455.1,2401.5,2528.6,7689.3,9198.6,9171.3,7952.9,7430.4,6188.5
Rbm28,1.187,0.000866666666667,1.052,1.284,1.311,1.103,98.1,91.5,97.7,91.3,85.9,95.9,2461.0,1909.0,2082.0,1641.2,1708.8,1857.6,1725.9,1708.0,1321.6,1315.2,1399.4,2479.0,2469.7,2650.8,2792.3,1719.9,2380.0
Ilvbl,1.188,0.0008,1.072,1.073,1.327,1.279,44.0,46.8,47.2,38.9,43.1,46.8,183.8,210.0,216.5,201.3,178.1,635.5,748.3,609.0,492.2,508.2,501.1,5718.6,5458.3,7587.6,5704.4,4144.7,4826.8
Tsg101,1.188,0.0079,0.961,1.386,1.048,1.355,98.8,93.0,83.3,111.4,83.5,91.3,387.8,297.6,322.9,184.8,300.1,352.9,330.4,328.7,339.2,319.5,306.5,628.3,507.8,496.8,433.3,387.5,384.8
Gcap14,1.188,0.006433333333333,1.187,1.282,1.094,,162.9,145.7,146.6,132.4,127.1,123.9,338.6,302.0,305.8,250.4,241.8,33.4,32.3,32.6,30.7,26.5,32.8,590.9,382.3,419.0,304.3,262.3,313.9
Prdx1,1.188,0.021233333333333,,1.324,1.026,1.214,,,,,,,1584.6,1018.2,1467.1,1003.8,1045.0,3857.3,3746.0,3978.4,3783.6,3938.3,3570.7,10803.8,7807.6,9349.2,8135.0,8060.2,6844.6
D10ertd641e,1.188,0.000233333333333,,1.316,1.161,1.087,,,,,,,885.0,1020.8,1007.6,701.0,774.6,963.6,1070.9,1008.2,838.4,911.6,871.2,4055.9,4425.3,4526.3,3901.7,4348.4,3720.3
Srrm2,1.188,0.0266,1.145,1.030,1.333,1.245,1086.8,1138.8,1060.3,905.9,909.6,1053.4,1980.6,3890.0,1877.4,2588.0,2428.0,310.3,349.5,308.1,237.1,201.9,286.9,90.2,128.7,130.9,104.4,95.6,81.0
Alg14,1.188,0.128433333333333,1.204,0.778,,1.584,18.3,14.3,18.3,14.4,12.5,15.4,44.3,65.7,66.2,68.9,82.2,,,,,,,217.8,312.8,455.3,230.6,192.0,200.0
Atf1,1.188,0.002033333333333,1.167,1.362,1.018,1.206,80.6,90.1,93.3,51.6,83.9,90.6,827.7,738.1,813.6,521.6,643.2,26.3,24.4,29.2,27.6,28.4,22.5,14034.2,11574.3,12301.9,10701.8,9243.0,11480.4
Iqcd,1.189,0.035466666666667,1.267,1.137,1.162,,24.5,18.7,27.1,16.2,18.7,20.7,676.8,712.6,447.4,639.0,437.6,29.9,35.1,33.1,27.2,30.6,26.7,200.7,203.0,124.9,162.9,79.8,80.9
5830417i10Rik,1.189,0.000566666666667,1.117,1.130,1.209,1.301,103.8,85.0,74.6,64.9,87.5,83.4,1091.2,1360.4,1254.7,1178.6,1008.8,964.6,1064.2,967.5,814.8,839.6,824.5,1414.3,1308.9,1405.5,1158.1,1042.6,972.8
Rps16,1.189,0.0001,1.307,1.213,1.120,1.116,3254.2,3436.8,3146.3,2667.3,2549.8,2309.4,107640.0,97980.0,107640.0,85540.0,86640.0,13151.9,14580.3,15538.4,12350.2,12148.8,14132.8,43598.5,42676.6,42875.6,35097.4,41004.3,39594.4
Mdm4,1.189,0.020566666666667,1.142,1.250,1.175,,296.2,298.4,315.2,257.1,256.9,282.5,478.0,383.5,472.6,398.3,313.0,176.1,145.3,155.0,158.6,128.2,118.7,887.4,565.2,589.9,513.0,291.0,528.4
0610007l01Rik,1.189,0.0017,,1.129,1.082,1.357,,,,,,,528.0,682.8,519.2,501.2,520.4,386.5,421.7,384.8,341.0,367.4,394.8,3760.2,3153.2,3275.0,2756.0,2239.4,2513.2
Tnfsg5,1.189,0.4827,,1.750,1.045,0.773,,,,,,,22.6,69.1,19.4,20.7,21.7,44.9,46.7,46.6,44.5,45.4,42.3,143.4,93.8,188.8,170.0,216.2,165.3
Map3k14,1.189,0.000166666666667,1.157,1.225,1.204,1.171,89.7,89.6,100.3,72.6,84.6,84.4,919.1,843.0,919.0,645.6,813.4,572.0,593.8,648.9,431.4,507.3,569.1,372.2,344.9,314.9,333.8,250.6,296.8
Als2cr13,1.189,0.014,1.287,1.275,1.006,,126.0,136.6,146.6,98.3,105.6,114.1,987.3,894.6,858.1,730.2,702.6,353.4,362.6,365.1,342.2,403.1,329.1,809.8,453.9,530.0,298.6,276.0,346.6
Mcoln1,1.190,0.0041,0.967,1.228,1.260,1.303,108.9,107.5,107.2,112.4,112.8,109.2,1175.6,958.2,1121.0,724.2,1042.4,73.8,69.9,66.9,56.8,53.7,56.6,2140.7,1453.7,1688.5,1596.9,1138.8,1319.8
Prkcbp1,1.190,0.013033333333333,1.007,1.313,,1.249,197.5,186.2,179.9,187.2,187.9,184.4,973.3,987.4,873.6,626.5,812.8,,,,,,,1442.3,1104.3,1392.3,1084.8,828.0,1239.8
Txndc1,1.190,0.020133333333333,1.011,1.405,1.024,1.319,114.4,117.2,119.9,123.3,101.8,122.4,240.2,184.7,232.4,125.7,186.2,73.0,47.3,68.5,58.9,57.5,68.0,474.6,345.1,278.2,296.6,244.7,290.8
Mcm4,1.190,0.000266666666667,1.052,1.245,1.146,1.318,96.7,90.5,92.7,94.5,86.4,85.3,2334.0,2250.0,2179.0,1902.4,1720.2,1770.0,1561.8,1552.1,1455.9,1425.7,1380.9,3923.6,2637.5,2555.4,2692.0,1898.8,2328.4
Cc2d1b,1.190,0.002733333333333,1.100,1.145,,1.325,85.3,99.2,86.8,84.5,77.8,84.1,3048.0,4362.0,3602.0,3201.0,3208.0,,,,,,,754.8,763.2,739.8,653.8,473.8,576.8
Xpo1,1.190,0.0095,0.959,1.213,1.308,1.280,215.9,199.4,177.2,220.5,193.7,203.4,687.4,523.4,719.6,469.3,591.4,32.2,32.0,24.8,20.1,21.1,26.8,6635.8,4331.8,6021.8,4729.1,4076.1,4463.5
B630005n14Rik,1.191,0.136433333333333,,1.435,1.086,1.051,,,,,,,169.8,80.8,178.6,83.1,116.3,70.2,71.8,72.4,72.4,53.4,71.7,2324.2,2176.4,1734.3,2105.8,1632.3,2194.8
Gspt1,1.191,0.0114,1.107,1.289,1.176,,279.7,281.9,223.3,271.3,210.3,227.4,588.8,506.3,516.4,434.0,399.6,3018.5,2675.2,2862.3,2508.1,2449.5,2318.6,1158.6,670.9,873.6,636.9,601.3,519.9
Vps28,1.191,<0.00003,1.127,1.258,1.227,1.150,283.0,286.5,280.9,256.1,253.2,244.9,7364.0,9232.0,8130.0,6615.0,6490.0,5581.3,6291.9,5985.1,4501.7,4787.4,5261.6,13598.1,13442.4,12571.2,12612.5,11744.5,10091.3
Ubxd5,1.191,0.1202,1.147,1.635,,0.790,24.1,29.0,27.9,19.3,24.7,26.5,42.3,39.3,52.9,31.4,23.4,,,,,,,276.3,212.8,186.1,178.2,352.0,324.3
Mtfmt,1.191,0.008966666666667,1.115,1.185,,1.272,84.8,76.0,75.8,72.4,60.4,79.4,313.4,235.1,284.8,207.4,261.2,,,,,,,3779.2,3174.0,4141.4,2674.9,3284.8,2762.6
Rps6ka4,1.191,0.007733333333333,1.363,1.035,1.261,1.105,51.2,43.4,46.4,38.0,31.8,33.7,403.0,367.4,355.6,361.4,364.2,182.5,173.4,170.4,140.7,130.6,146.2,165.0,138.8,222.8,213.3,102.4,160.7
2010107e04Rik,1.191,0.001533333333333,1.215,1.383,1.194,0.972,253.2,235.6,242.0,238.2,189.7,173.6,1987.2,1499.6,1588.0,1039.4,1406.9,3512.4,3258.3,3035.1,3066.2,2740.4,2406.1,19868.3,23060.4,21568.4,21223.7,22249.3,22848.9
Prmt5,1.191,0.012033333333333,1.106,1.258,,1.210,181.6,170.8,144.7,165.9,142.2,141.4,618.9,486.4,719.6,477.5,489.3,,,,,,,3502.5,2818.5,2558.8,2826.2,2263.3,2248.2
Arhgef18,1.192,0.000133333333333,1.185,1.284,1.218,1.079,488.1,482.5,497.4,413.1,390.5,435.1,1704.2,1479.4,1908.9,1375.6,1269.0,3686.1,3823.5,3349.3,2700.4,2905.3,3310.4,3901.1,3920.8,4295.2,3052.8,4305.1,3868.7
Ric8b,1.192,0.006466666666667,1.178,1.105,,1.292,104.7,118.6,101.3,96.1,88.0,91.5,163.8,168.0,197.4,134.5,184.9,,,,,,,1903.8,1480.0,1421.5,1296.9,1048.6,1373.2
Zfp95,1.192,0.016733333333333,,1.429,1.026,1.120,,,,,,,156.7,166.7,159.7,121.2,104.1,282.5,328.6,303.0,244.7,315.5,330.9,330.4,327.6,400.1,321.6,340.9,282.4
H2-q2,1.192,0.0206,1.103,1.240,1.486,0.938,20.9,21.6,27.8,21.0,21.6,21.2,26580.0,20630.0,22480.0,21770.0,15696.0,4855.5,4991.1,4959.8,3520.5,2850.9,3591.8,68.1,83.5,59.8,42.8,79.3,103.2
Ankrd24,1.192,0.169966666666667,0.988,1.712,,0.876,16.2,13.4,15.3,13.2,14.4,17.8,95.8,173.3,102.7,70.5,74.3,,,,,,,184.6,455.1,389.9,371.4,490.6,313.1
2900057d21Rik,1.193,0.008166666666667,,1.183,1.252,1.142,,,,,,,377.5,358.6,437.6,335.2,326.0,456.3,454.7,467.8,344.6,389.0,367.6,5551.3,5452.7,3918.0,4478.6,3338.2,5247.5
Ero1l,1.193,0.0224,1.257,1.440,0.881,,78.1,78.0,78.8,67.9,61.4,57.5,66.2,70.0,76.8,47.3,51.4,38.7,38.3,31.5,36.8,47.7,38.6,460.6,333.8,492.1,120.1,159.4,241.2
Ankrd16,1.193,0.013633333333333,0.917,1.144,1.195,1.515,64.7,77.2,86.1,81.6,80.9,86.3,196.6,247.6,244.8,219.4,182.3,21.6,21.6,18.9,11.7,25.3,15.0,1573.0,1424.6,1654.5,1158.6,982.5,929.5
Tuba2,1.193,0.0968,,1.234,1.159,1.185,,,,,,,980.2,560.0,858.1,859.6,436.3,3554.1,3458.5,3263.7,3290.2,3012.6,2560.9,21112.5,20102.0,18756.7,17045.4,16592.7,16976.2
Tmem5,1.193,0.012333333333333,1.124,1.245,1.210,,17.2,23.1,23.7,22.9,19.2,14.9,44.8,43.3,51.2,31.2,43.4,197.8,194.4,181.3,146.4,154.3,173.2,290.6,268.4,265.9,254.4,147.5,185.2
Pex11c,1.193,0.032466666666667,1.417,1.236,1.372,0.746,72.8,62.1,69.9,51.1,39.7,53.8,980.2,919.8,1146.3,827.8,814.8,371.0,375.3,303.7,242.4,256.3,266.6,94.0,203.9,169.8,277.0,193.2,156.3
Ubtd1,1.193,0.0168,1.328,0.890,1.075,1.479,25.0,22.2,18.0,13.7,17.0,18.3,191.3,170.7,185.6,229.9,180.4,90.4,79.4,85.5,85.7,68.4,83.3,177.3,224.5,172.2,188.2,112.3,87.7
Mcm2,1.193,0.010566666666667,1.051,1.368,1.160,,88.6,85.8,79.9,81.2,81.9,79.0,435.2,371.6,469.0,311.6,310.0,312.6,276.8,294.4,286.4,229.7,245.7,444.4,226.3,387.7,225.9,135.4,154.1
Rusc1,1.193,0.025533333333333,1.194,1.247,,1.139,40.6,40.2,43.7,25.4,39.0,39.9,1091.2,785.4,660.6,864.0,492.3,254.4,324.4,278.4,197.3,179.9,192.3,418.1,504.6,536.3,473.9,474.8,332.7
Ankrd27,1.193,0.0053,1.263,1.263,1.053,,79.4,74.1,80.9,63.8,55.7,66.1,481.2,504.2,520.3,448.2,346.3,45.6,44.2,53.2,49.6,41.8,44.5,820.8,646.8,797.9,508.4,249.3,446.4
Grina,1.193,0.009933333333333,1.073,1.210,1.239,1.251,111.1,118.0,104.9,91.6,98.8,120.9,190.0,117.6,234.8,161.8,137.1,2621.1,2678.1,2702.1,2002.4,2071.1,2383.4,1052.0,1420.5,1453.9,903.5,1169.8,1065.8
Xpo7,1.193,0.000766666666667,1.236,1.159,1.185,,136.9,140.2,123.2,120.8,99.0,104.1,254.2,264.8,286.4,215.1,248.0,82.0,71.4,84.8,71.4,72.0,57.6,413.9,337.4,296.4,281.2,241.0,272.4
Rhot2,1.194,0.009066666666667,1.312,0.924,1.180,1.358,58.8,60.3,52.9,42.9,39.1,49.0,748.2,872.4,752.8,885.2,827.7,460.4,593.7,510.7,440.4,359.7,526.1,134.3,103.9,177.9,129.6,102.1,74.7
Acin1,1.194,0.006533333333333,1.152,0.816,1.371,1.436,367.1,352.4,358.8,304.1,285.5,346.1,2393.0,2912.0,2468.0,3603.0,2746.0,628.1,541.1,595.4,401.1,387.0,498.8,3687.0,3678.3,3725.3,2841.5,1964.9,2919.2
2310001h12Rik,1.194,0.0587,,1.567,0.935,1.080,,,,,,,286.3,186.0,221.8,118.9,176.4,418.4,425.3,459.3,507.0,459.0,428.1,7177.7,6834.6,6974.3,5909.9,6692.4,6833.1
Glrx2,1.194,0.000333333333333,1.254,1.097,1.280,1.144,192.9,185.7,180.0,160.1,137.5,147.9,196.6,243.0,217.8,196.8,202.5,363.3,294.1,378.8,281.1,246.8,281.4,44.5,57.3,42.9,38.7,44.3,43.5
D11ertd759e,1.194,0.0022,,1.223,1.059,1.301,,,,,,,2230.0,2449.0,2232.0,1911.2,1857.0,2666.5,2771.5,2583.5,2721.5,2267.8,2586.9,1324.4,930.1,1205.4,938.1,865.5,855.5
Bzw1,1.194,0.0003,1.071,1.217,1.159,1.329,496.8,487.1,451.1,447.9,430.7,460.8,885.0,799.0,885.0,687.7,719.9,1370.9,1404.0,1684.0,1266.9,1453.2,1125.5,3587.6,2580.7,2317.7,2247.9,1995.6,2140.8
Utx,1.194,0.003,1.235,1.314,1.041,1.187,99.7,80.3,86.7,77.8,62.5,75.7,46.9,44.0,56.8,32.9,42.0,485.6,428.5,496.5,377.6,483.3,494.1,1246.7,1025.4,1154.0,1017.4,692.6,1176.7
Bxdc5,1.194,0.022866666666667,1.038,0.970,,1.575,236.4,251.3,214.8,235.1,217.3,224.5,839.0,819.0,832.8,899.6,812.2,,,,,,,13091.0,10796.3,9800.0,8343.4,6529.2,6516.9
Immt,1.194,0.000666666666667,1.038,1.371,1.038,1.331,126.1,147.6,126.8,135.1,127.9,123.0,834.4,769.5,873.6,612.0,592.6,770.5,768.5,799.8,780.7,755.2,717.7,3352.7,3144.5,3206.0,2678.6,2280.0,2330.7
5033414d02Rik,1.194,0.017833333333333,,1.130,0.927,1.526,,,,,,,1867.7,1923.4,1993.6,1589.2,1823.2,743.8,688.3,816.2,783.9,876.5,764.8,14465.5,10494.5,9670.1,7128.0,8291.2,7271.5
2410015b03Rik,1.195,0.146866666666667,,0.807,1.195,1.582,,,,,,,115.6,208.2,115.5,184.8,178.1,173.3,173.1,158.0,122.6,130.2,169.1,759.5,479.3,531.7,569.7,293.7,256.0
Tfdp2,1.195,0.109433333333333,1.025,0.944,,1.616,40.4,37.3,27.1,31.1,38.2,33.0,74.4,89.7,75.2,66.7,102.3,,,,,,,474.3,296.3,559.8,304.7,202.5,315.8
A730098d12Rik,1.195,0.0012,,1.184,1.109,1.293,,,,,,,2182.0,2314.0,2117.0,1881.7,1841.2,1846.8,1527.9,1788.0,1624.7,1463.3,1565.4,1628.3,1156.3,1278.8,1092.7,858.3,1192.0
Insl6,1.196,0.004266666666667,1.005,1.277,1.374,1.126,8.8,7.9,5.8,6.8,8.0,7.5,231.6,228.6,210.0,155.9,193.9,209.7,207.7,181.7,134.4,147.1,154.5,850.0,861.5,611.7,582.6,816.9,664.2
Pold2,1.196,0.0108,1.156,1.162,1.268,,49.2,52.1,49.6,45.2,43.7,41.7,108.2,145.9,117.6,127.0,86.2,644.7,572.5,554.2,439.0,467.4,490.1,1019.3,831.4,1123.9,900.3,471.1,750.0
Dhx36,1.196,0.006066666666667,1.225,1.242,1.120,,156.5,188.9,163.4,133.5,121.6,160.4,440.0,465.9,477.0,321.2,421.0,607.9,616.7,723.1,556.4,552.9,629.5,438.5,296.2,270.8,187.2,175.9,300.3
Slc23a2,1.196,0.002266666666667,1.157,,1.151,1.279,105.3,120.9,116.3,110.3,92.5,93.3,91.4,70.5,72.4,52.7,56.2,74.4,66.5,72.1,60.1,64.8,60.1,544.6,559.8,536.4,459.6,318.5,504.5
Atp5h,1.196,0.000666666666667,1.208,,1.249,1.131,431.9,456.8,397.9,378.3,322.8,364.3,7592.0,7932.0,7834.0,5330.0,5936.0,5018.6,4423.6,5347.3,3827.9,3957.0,4060.5,14541.6,16596.2,16245.3,14868.5,15142.3,11888.0
