GeneSymbol,Combined T/B,FDR,Affy T/B,Agilent T/B,Illum T/B,Nimbl T/B,AffyT.1,AffyT.2,AffyT.3,AffyB.1,AffyB.2,AffyB.3,AgilT.1,AgilT.2,AgilT.3,AgilB.1,AgilB.2,IllumT.1,IllumT.2,IllumT.3,IllumB.1,IllumB.2,IllumB.3,NimbT.1,NimbT.2,NimbT.3,NimbB.1,NimbB.2,NimbB.3
Ccr6,0.043,0.000533333333333,0.076,0.015,0.063,0.019,7.8,9.4,6.7,95.8,115.4,101.7,23.7,39.3,33.7,2198.0,2150.0,22.5,25.8,26.9,359.1,408.3,421.2,37.2,43.8,45.5,2615.3,1791.2,2203.1
Rab30,0.044,<0.00003,0.114,0.004,,0.015,6.5,8.4,8.5,66.0,65.5,73.5,2.1,2.3,2.1,564.8,501.6,,,,,,,35.1,33.5,44.7,2950.6,2077.3,2528.0
Slc9a7,0.045,<0.00003,0.048,0.038,,0.049,22.0,17.9,21.9,432.6,422.6,440.3,2.0,2.2,3.5,57.4,76.8,25.9,20.1,24.3,88.3,93.3,88.3,110.3,43.1,37.7,1482.8,1116.4,1294.6
Myo1c,0.045,<0.00003,0.049,0.031,,0.057,22.2,26.1,23.2,462.3,453.7,547.8,44.4,24.7,51.1,1178.6,1417.4,34.5,32.0,31.6,230.7,221.0,278.1,323.0,350.7,443.7,6767.6,6538.2,6462.2
Igj,0.045,<0.00003,0.122,0.004,,0.010,6.5,5.6,5.9,56.8,58.4,32.5,5.2,7.8,3.2,1178.6,1247.6,20.1,22.4,24.3,23.8,33.1,32.0,22.5,13.6,18.4,2437.0,1754.9,1291.5
Fcrl5,0.046,<0.00003,0.068,0.055,,0.016,5.5,8.6,6.2,107.3,89.9,102.2,1.8,1.8,1.8,31.8,34.3,33.2,33.7,33.2,133.7,136.4,134.8,19.6,29.7,25.9,1586.1,1652.2,1516.0
Ncf1,0.046,<0.00003,0.059,0.055,,0.024,29.8,22.7,22.0,423.8,421.1,407.4,20.2,33.1,14.6,432.0,387.2,19.3,17.1,22.7,40.9,46.3,43.2,64.5,56.4,66.5,2902.9,2285.8,2483.8
Mpeg1,0.047,<0.00003,,0.064,0.052,0.026,6.6,8.0,7.5,37.4,44.6,39.9,20.9,35.7,16.9,412.4,356.4,21.7,21.9,19.5,445.7,480.3,296.6,32.4,28.2,33.1,1105.3,1744.6,798.3
Il5ra,0.047,<0.00003,0.089,0.018,,0.034,7.4,6.5,7.4,82.5,75.5,80.8,2.0,2.1,2.1,92.6,128.1,29.2,32.7,31.7,103.8,129.0,102.4,22.4,32.9,29.6,821.3,802.5,892.5
Pax5,0.049,0.000233333333333,0.010,0.008,,0.130,11.4,14.3,10.1,1226.8,1142.1,1313.2,2.1,3.5,7.0,263.8,780.8,21.6,26.9,28.8,36.0,39.6,39.7,40.4,48.0,50.7,449.2,315.5,308.2
Pira3,0.051,0.0008,0.084,0.028,0.074,0.018,14.3,13.3,12.5,128.8,168.3,183.1,19.1,14.7,24.6,609.0,793.4,25.2,29.5,27.2,343.2,404.0,362.2,11.9,10.5,11.2,981.9,382.1,481.1
5031414d18Rik,0.051,<0.00003,,0.008,0.037,0.108,,,,,,,1.8,2.0,1.8,229.9,241.8,29.2,23.6,29.6,707.3,740.6,796.9,54.7,43.6,63.5,557.2,383.1,554.7
Gcnt1,0.052,<0.00003,,0.008,0.070,0.079,6.4,6.4,9.7,50.8,35.5,44.4,3.3,2.9,4.6,401.8,517.6,54.1,46.2,39.6,690.1,700.6,595.0,57.1,68.3,39.6,736.7,873.8,491.1
Pik3ap1,0.053,<0.00003,0.035,0.117,,0.006,12.6,18.2,19.4,476.2,468.3,476.8,53.9,45.8,29.4,383.4,354.2,21.9,29.1,21.6,95.3,94.1,126.8,13.7,18.7,20.9,3311.2,3025.2,3098.7
Igh-vj558,0.053,0.000166666666667,,0.012,0.119,0.028,,,,,,,13.6,16.2,14.9,1267.9,1207.8,29.6,28.1,32.1,235.9,175.8,346.1,28.0,24.0,18.3,950.7,785.9,798.6
5430427o19Rik,0.053,<0.00003,,0.010,0.077,0.072,,,,,,,2.4,7.2,2.2,328.6,459.9,33.2,31.9,33.6,448.4,434.2,405.2,20.4,33.2,17.3,395.9,361.6,222.1
Card12,0.055,<0.00003,,0.022,0.115,0.028,,,,,,,2.1,2.5,3.1,97.9,134.4,29.6,31.6,34.9,248.7,271.4,315.3,46.9,36.2,58.2,1845.3,1508.5,1782.5
Ogfrl1,0.055,<0.00003,,0.051,0.070,0.045,6.6,5.3,7.7,8.8,9.6,10.1,7.8,11.4,3.4,146.9,149.9,46.7,41.1,38.3,597.4,666.0,543.6,184.8,98.4,271.5,4254.0,3427.8,4559.6
Rhoq,0.056,<0.00003,0.106,0.034,,0.028,6.1,4.5,6.7,56.2,53.6,53.0,27.1,31.6,26.2,812.0,854.9,31.3,35.9,28.6,33.6,32.9,35.3,112.6,82.0,144.9,4033.5,4297.9,3969.8
A530032d15Rik,0.056,<0.00003,0.131,0.004,,0.033,23.4,22.9,14.5,192.1,134.4,136.0,3.2,2.1,2.6,655.2,592.6,,,,,,,475.4,21.1,63.6,5838.9,5685.0,5595.4
Marcks,0.057,0.0003,0.056,0.036,0.071,0.064,8.6,7.8,7.7,152.9,135.8,143.0,43.6,46.1,44.6,1136.2,1387.0,58.9,63.5,52.0,807.1,827.0,818.4,743.1,485.6,486.3,8608.8,9059.3,9076.3
Ai324046,0.058,<0.00003,,0.039,0.067,0.069,,,,,,,41.0,70.0,38.3,1315.6,1243.6,28.6,30.6,28.6,500.8,520.3,283.9,23.2,30.2,220.9,1626.1,1512.0,854.4
Atp6v0a1,0.059,<0.00003,0.058,,0.083,0.037,12.2,10.8,12.9,214.6,198.8,205.2,49.6,44.9,36.1,158.6,130.0,55.0,57.0,57.9,635.0,660.2,758.5,45.5,36.2,90.5,1231.7,833.5,2544.3
Ccbp2,0.060,<0.00003,,0.017,0.107,0.055,14.2,11.9,14.2,38.6,25.9,26.1,10.1,5.8,4.9,368.4,423.8,36.0,31.4,38.9,302.9,355.4,335.6,32.6,35.8,64.6,813.0,780.8,837.3
Cd93,0.061,0.000166666666667,0.151,0.014,,0.019,8.5,6.7,6.5,54.0,41.8,48.4,5.1,6.8,4.8,361.4,433.6,,,,,,,46.2,53.2,57.3,2816.0,2555.0,2829.2
Lrrk1,0.061,<0.00003,,0.052,0.069,0.063,10.9,9.9,11.2,58.4,69.3,59.6,4.3,1.8,5.1,62.2,81.4,29.2,28.5,30.6,389.9,413.6,473.2,74.5,19.6,76.5,827.7,1184.7,715.9
Pkib,0.063,<0.00003,,0.017,0.059,0.115,10.2,10.7,9.5,26.1,26.2,29.7,3.5,1.8,3.1,153.4,186.2,31.1,31.0,27.6,533.9,584.3,410.0,28.2,64.9,99.3,427.3,719.4,527.4
Myadm,0.064,<0.00003,,0.056,0.072,0.064,8.9,10.4,8.2,56.2,57.7,95.0,2.0,2.0,3.8,45.3,49.0,39.2,34.0,39.9,452.4,516.3,609.0,31.4,28.8,23.6,505.8,365.0,438.2
H2-DMa,0.064,<0.00003,,0.063,0.056,0.073,27.8,18.0,16.1,145.8,183.9,181.1,69.1,87.3,75.7,1297.4,1166.0,130.7,137.0,139.4,2270.5,2262.3,2752.2,603.4,450.3,406.4,6539.3,6121.7,7301.6
Lrrc16,0.064,3.33333333333333E-05,0.127,0.019,,0.046,8.7,9.4,11.1,75.6,66.7,87.3,1.9,2.0,2.6,92.0,133.7,50.6,63.2,55.7,115.6,97.5,128.7,77.7,70.0,71.4,1343.7,1601.6,1842.6
Bc013712,0.067,0.000433333333333,0.044,0.005,0.119,0.102,8.5,11.0,14.0,256.9,245.3,255.4,21.7,18.3,19.3,4290.0,3572.0,31.6,35.6,46.2,300.8,304.0,351.2,37.2,40.9,61.9,465.8,420.3,486.5
Scpep1,0.070,<0.00003,0.085,0.045,,0.079,11.0,12.6,10.4,159.4,121.9,119.8,98.6,108.5,89.7,2038.0,2322.0,20.9,22.9,28.5,29.9,25.0,22.9,24.4,27.9,27.1,545.7,205.7,257.7
Hes1,0.070,<0.00003,,0.084,0.110,0.016,14.5,19.9,19.1,45.8,45.0,48.1,4.5,1.9,7.0,54.1,51.4,35.6,30.6,29.7,282.0,291.3,297.4,28.7,29.4,22.9,2214.7,1281.0,1652.0
Gga2,0.070,0.0005,0.080,0.041,0.060,0.101,17.9,20.2,16.6,229.7,218.7,235.0,73.0,60.7,77.4,1641.2,1830.2,213.6,221.1,196.9,3375.2,3347.1,3846.6,2815.5,1988.6,2859.1,25758.8,22045.4,27774.4
Casp1,0.071,<0.00003,,0.057,0.064,0.091,6.8,6.1,7.5,56.0,40.8,43.6,71.7,47.7,59.6,948.2,1136.2,110.6,94.4,113.5,1752.9,1640.9,1583.2,85.0,128.1,111.1,1405.2,908.3,1262.8
Hip1r,0.071,0.0002,,0.062,0.068,0.081,32.3,20.9,32.9,211.5,219.8,208.5,19.5,14.7,22.9,336.8,272.2,160.2,166.7,173.0,2216.2,2425.6,2678.7,70.9,73.6,97.8,1116.7,829.2,1030.5
Tyrobp,0.071,<0.00003,,0.022,0.122,0.070,15.6,13.4,17.3,30.4,38.7,44.0,3.3,21.2,3.2,374.0,471.0,24.5,26.1,31.1,208.2,264.6,198.1,203.6,189.0,176.6,3078.3,2584.7,2435.6
Igh-1a,0.073,0.000233333333333,,0.022,0.152,0.045,,,,,,,2.9,2.0,2.6,57.8,167.0,34.2,39.2,30.0,198.6,442.3,37.3,44.4,65.3,54.3,1873.0,1595.4,147.6
Kcnk5,0.075,<0.00003,0.118,0.021,,0.085,6.4,5.6,5.8,46.0,51.2,53.0,1.8,1.8,1.8,78.5,92.0,39.1,38.6,31.9,73.5,76.4,103.2,14.8,10.8,12.6,217.0,92.2,140.2
D030011o10Rik,0.075,<0.00003,0.050,0.032,0.143,,6.3,7.3,7.4,133.6,140.8,146.6,8.4,5.8,2.9,167.8,192.8,22.0,22.0,24.8,161.1,148.1,170.9,120.4,188.0,111.6,334.5,504.7,533.7
Bfsp2,0.076,<0.00003,,0.032,0.153,0.043,13.5,13.6,12.8,44.1,34.4,34.3,30.6,48.6,32.5,1114.8,1235.4,41.1,27.1,29.4,203.2,224.9,209.0,148.4,156.2,121.9,3345.9,3510.8,3160.1
Irf4,0.076,0.000366666666667,0.090,0.053,0.087,0.075,14.9,16.8,13.2,167.9,166.8,161.4,12.6,1.7,10.5,151.1,162.5,90.2,103.9,92.4,1075.5,1114.0,1102.9,202.6,172.7,217.1,2977.8,2666.6,2284.8
Zfp608,0.076,<0.00003,0.136,0.029,,0.064,12.2,18.5,8.2,84.9,95.3,106.0,6.0,9.9,6.6,224.2,287.8,39.8,32.6,40.3,108.0,118.7,114.4,90.3,116.4,67.7,1503.3,1401.8,1356.7
Cd38,0.079,<0.00003,,0.025,0.199,0.013,,,,,,,18.9,20.4,18.2,783.2,772.1,27.6,24.1,31.5,168.3,137.6,112.0,63.5,53.2,46.9,3903.4,4380.8,3971.5
Bhlhb2,0.079,3.33333333333333E-05,,0.061,0.076,0.100,8.3,12.0,14.6,42.8,35.2,53.2,14.4,5.7,12.5,190.6,163.6,37.4,39.3,41.1,497.4,494.7,558.1,19.6,14.8,16.2,235.8,99.8,171.3
Snx9,0.079,<0.00003,0.099,0.036,,0.103,16.5,13.9,18.7,175.7,159.1,161.2,15.3,10.7,14.7,337.8,412.6,24.9,24.6,30.3,118.0,123.5,143.4,56.7,86.4,53.0,788.9,406.7,707.7
Lilrb3,0.080,<0.00003,0.194,0.001,,0.045,15.0,12.5,8.5,64.7,68.0,52.2,3.5,2.1,3.0,2904.0,3527.0,,,,,,,67.8,91.9,70.3,1847.2,1599.3,1622.9
Rgs18,0.082,<0.00003,0.216,0.018,,0.013,5.2,4.5,4.8,32.5,15.2,19.7,1.8,1.8,1.7,76.9,123.1,19.9,27.1,22.9,36.6,32.6,28.8,21.2,15.5,17.1,1641.5,874.1,1678.5
Snn,0.083,0.000433333333333,0.133,0.033,0.046,0.118,26.0,25.0,22.6,178.2,183.7,190.9,117.3,133.4,144.4,3646.0,4304.0,245.9,354.6,251.3,6354.5,6346.9,5916.8,1318.0,1224.3,1493.4,11777.0,11817.8,10538.3
Ebi3,0.083,<0.00003,,0.047,0.142,0.061,9.2,10.2,12.1,26.0,33.9,27.8,26.1,34.5,26.9,544.6,706.6,33.5,26.4,34.7,203.8,214.1,248.4,80.4,119.6,119.4,2010.8,1539.1,1707.8
Oosp1,0.083,<0.00003,,0.044,0.183,0.023,4.6,4.3,4.7,5.1,5.4,5.0,2.1,2.2,2.1,39.0,58.6,23.9,23.9,24.3,130.4,135.6,127.0,15.5,12.4,18.6,761.1,791.7,480.8
39873,0.086,<0.00003,0.228,0.004,,0.025,19.4,16.1,31.5,78.5,109.9,105.6,5.3,16.4,4.8,1842.4,2605.0,,,,,,,60.3,74.7,53.8,2345.8,2610.6,2548.6
Lynx1,0.087,0.000333333333333,0.121,0.052,0.077,0.096,15.5,13.0,19.5,118.9,140.0,136.8,64.8,76.1,65.5,1459.6,1212.2,67.2,75.4,72.8,812.2,923.2,1058.3,97.5,91.9,128.8,1092.4,1171.4,1039.5
Mgst1,0.088,3.33333333333333E-05,,0.040,0.200,0.024,4.1,3.3,3.5,5.2,4.7,6.1,6.4,2.0,6.7,129.9,121.5,18.5,21.2,20.6,102.8,97.8,101.3,14.7,15.6,20.6,713.7,744.9,616.8
Arhgap24,0.090,0.0005,0.158,0.031,0.091,0.081,11.2,8.7,9.3,77.8,59.4,48.1,10.2,13.7,7.8,321.2,354.2,38.7,29.4,27.1,354.3,323.2,366.1,96.1,128.9,84.7,1122.9,1442.4,1267.4
Chsy1,0.091,<0.00003,0.120,0.046,,0.105,29.0,21.4,27.1,195.7,229.4,220.2,40.8,101.6,45.0,1350.6,1338.6,,,,,,,563.1,462.8,644.1,5857.2,5260.6,4728.1
Nuak2,0.093,<0.00003,0.129,0.059,,0.091,15.9,9.9,13.0,99.0,100.3,100.8,53.8,62.3,38.9,827.8,913.0,,,,,,,67.9,88.6,81.1,880.8,1016.3,707.3
Cybasc3,0.094,<0.00003,0.093,0.061,,0.128,72.7,90.5,81.1,925.8,816.4,877.2,360.4,426.5,356.4,6514.0,5978.0,,,,,,,1085.9,1229.5,1033.3,9257.2,9111.2,7753.8
Bc004728,0.095,<0.00003,,0.083,0.125,0.076,37.5,47.9,42.2,72.9,65.0,64.6,56.1,79.3,30.1,667.2,662.2,48.9,35.8,48.8,362.5,322.1,383.2,114.3,164.5,132.5,1935.8,1690.0,1795.2
Arhgap8,0.095,0.000666666666667,0.117,0.028,0.111,0.122,12.3,14.1,26.3,143.1,152.7,153.5,4.2,4.4,2.5,152.3,112.5,25.1,35.5,31.2,265.9,265.6,291.7,42.5,53.7,44.9,368.7,516.9,266.7
Gem,0.095,<0.00003,0.075,0.111,,0.100,7.5,7.5,6.1,96.9,75.6,107.9,2.5,31.2,6.4,122.3,118.6,19.5,20.4,29.2,25.6,34.4,24.1,614.5,413.4,463.3,5566.3,3550.3,5751.3
Slamf7,0.096,<0.00003,0.126,0.070,,0.092,16.8,14.5,16.0,135.4,116.7,122.3,6.6,10.0,9.3,118.9,125.9,25.0,26.1,23.4,113.9,115.3,130.0,299.1,178.5,198.1,3117.4,1874.7,2375.8
Loc380823,0.096,<0.00003,,0.101,0.144,0.044,,,,,,,2.0,5.3,3.2,36.6,32.9,20.5,28.1,17.6,146.0,163.4,150.7,14.6,14.4,12.3,344.5,306.9,281.8
Dennd3,0.096,6.66666666666667E-05,0.117,0.063,,0.110,24.3,20.3,18.4,203.7,152.8,182.6,13.2,13.3,16.5,232.8,225.9,,,,,,,97.4,73.8,98.5,918.1,674.4,859.7
Cobll1,0.097,0.000633333333333,0.144,0.051,0.101,0.093,22.3,27.8,30.3,180.1,182.1,196.1,8.6,10.7,9.1,131.0,236.8,29.5,29.2,20.7,223.4,264.0,300.1,34.4,24.6,52.5,407.3,252.4,536.3
Casp4,0.098,<0.00003,,0.093,0.116,0.084,8.1,7.9,9.9,49.2,42.4,58.7,70.7,51.9,67.8,619.5,746.8,36.5,35.1,30.4,302.6,311.5,264.8,183.0,78.8,175.9,2112.9,1444.8,1666.7
Cbfa2t3h,0.098,0.000566666666667,0.140,0.003,0.056,0.192,12.3,13.8,12.7,89.1,101.9,85.9,4.2,5.7,5.4,1717.8,1770.6,29.3,37.5,28.2,555.0,479.6,671.8,72.4,70.4,63.7,299.9,525.7,248.4
Aytl1,0.098,<0.00003,0.208,0.054,,0.033,8.0,8.4,6.7,46.6,34.5,30.0,16.1,6.2,13.2,192.8,249.2,,,,,,,19.7,21.3,35.9,897.1,864.6,574.1
Tm6sf1,0.099,<0.00003,0.103,0.074,,0.121,42.7,43.5,50.8,475.1,423.7,437.3,24.0,31.4,23.9,356.4,355.4,18.1,17.3,16.3,21.6,22.2,21.7,441.7,314.8,245.9,3352.9,1839.7,3108.7
Ifi30,0.100,<0.00003,0.091,0.093,0.114,,69.8,55.2,51.4,737.9,604.6,597.3,179.2,189.0,195.3,2170.0,1857.0,267.5,301.4,268.7,2728.0,2223.8,2372.8,1030.1,1270.0,1293.5,10372.4,7614.1,7750.7
Zfhx1b,0.100,6.66666666666667E-05,,0.017,0.139,0.145,,,,,,,2.9,1.9,4.1,133.4,221.8,33.5,38.4,28.5,222.4,237.7,260.2,44.0,41.5,113.7,585.1,416.1,374.1
Mcoln2,0.100,0.000866666666667,0.143,0.009,0.138,0.111,11.0,12.2,9.8,86.5,61.4,82.4,2.2,3.0,2.9,285.4,289.1,37.3,45.3,36.4,306.8,252.4,305.5,50.6,39.9,36.1,481.9,267.1,391.6
Pira1,0.100,<0.00003,,0.071,0.218,0.012,,,,,,,2.2,4.2,2.9,32.2,55.5,25.4,27.4,27.9,117.1,134.4,118.9,35.1,22.7,32.6,2152.1,2432.4,2797.3
Rhbdf1,0.101,0.000133333333333,,0.140,0.099,0.065,12.0,14.8,19.1,28.8,29.2,26.6,6.5,8.8,5.7,46.2,53.8,43.2,32.1,44.4,330.4,410.8,466.6,21.5,20.4,22.3,359.0,282.2,347.4
Cnr2,0.101,<0.00003,0.098,0.111,0.096,,24.2,26.7,23.1,265.8,233.9,259.4,115.6,180.3,123.5,1305.5,1217.2,114.8,115.0,116.0,1088.7,1272.1,1242.6,386.5,386.6,441.3,3142.5,2080.7,2975.1
Cxxc5,0.102,<0.00003,0.210,0.036,,0.059,23.9,40.2,21.0,124.3,128.4,151.8,19.9,23.4,26.7,619.5,683.6,22.8,31.3,28.7,22.8,22.6,29.1,149.9,109.7,151.8,2552.5,1919.2,2479.2
B3gnt8,0.104,0.000133333333333,0.245,0.010,,0.058,14.6,14.1,9.9,56.2,52.1,49.3,4.3,5.5,4.1,507.1,393.6,,,,,,,36.2,64.9,53.0,854.3,893.9,931.2
1700030k09Rik,0.105,<0.00003,,0.088,0.129,0.099,,,,,,,67.8,66.3,81.5,865.8,769.4,127.1,151.7,131.9,1092.3,1005.5,1083.3,44.6,34.4,38.1,572.5,230.3,379.0
Plaur,0.106,<0.00003,0.120,0.064,0.134,,15.7,16.7,15.9,122.9,115.6,163.0,54.5,79.8,74.8,1145.6,1018.1,50.3,53.0,35.8,361.8,311.6,362.9,42.4,206.9,167.2,269.1,261.8,171.8
Hk2,0.107,<0.00003,,0.056,0.178,0.087,9.1,11.3,13.0,18.8,15.2,15.2,5.4,3.1,14.0,127.0,141.1,48.0,47.8,44.0,259.8,263.5,263.9,49.1,42.5,77.4,700.3,537.6,710.0
Ccdc50,0.109,<0.00003,0.118,0.117,,0.091,34.7,32.7,24.5,247.7,278.7,254.8,13.4,22.0,13.3,125.7,151.6,,,,,,,38.2,26.3,21.8,419.0,151.2,379.8
Edaradd,0.111,0.0003,0.210,0.027,0.185,0.021,11.4,10.1,12.5,52.0,55.4,54.8,1.8,1.9,1.8,65.2,70.6,21.5,36.9,27.6,164.2,145.4,154.2,61.7,86.3,81.8,4305.6,3126.1,3572.3
Blvrb,0.112,<0.00003,,0.069,0.169,0.098,29.1,38.9,40.3,125.2,101.1,92.7,20.7,27.4,25.3,289.8,415.6,50.2,47.4,38.6,271.1,252.3,283.8,115.8,104.3,161.5,1662.9,1289.9,956.1
Ppfibp2,0.112,<0.00003,0.280,0.036,,0.021,9.6,11.6,13.1,38.6,44.6,39.4,3.7,25.0,21.4,431.2,499.6,23.2,29.2,41.9,56.1,59.5,55.3,21.4,25.6,25.5,1018.4,1230.6,1196.7
Plekho1,0.113,<0.00003,0.139,0.087,,0.112,42.7,47.4,38.7,329.9,302.1,293.1,693.6,701.6,564.8,8070.0,7024.0,,,,,,,690.6,477.4,427.3,5449.1,3749.5,5056.7
Capn5,0.113,<0.00003,,0.111,0.125,0.104,12.8,17.1,16.1,26.5,24.9,22.9,15.3,25.0,16.2,154.5,183.2,31.3,49.6,36.0,314.5,298.3,323.3,59.0,35.0,33.1,403.5,439.5,381.0
Dusp16,0.114,0.0005,0.177,0.093,0.125,0.060,14.3,17.1,18.3,102.0,97.7,82.1,9.0,12.6,7.2,92.0,114.0,52.5,50.6,45.5,409.6,404.8,374.0,141.8,97.1,226.2,1778.1,3440.6,2491.5
Apoe,0.114,0.0004,0.200,0.053,0.157,0.047,67.4,63.0,71.9,320.4,385.1,307.0,215.1,218.7,210.9,4400.0,3742.0,46.3,37.2,41.0,277.3,271.1,243.7,503.1,265.8,408.9,8858.9,9169.7,7177.8
Anxa1,0.117,<0.00003,0.168,0.059,,0.123,5.6,6.1,5.6,29.4,36.0,37.3,10.2,5.9,9.0,116.5,168.3,22.7,24.9,25.9,44.8,48.0,47.5,37.5,49.7,39.8,301.5,380.4,352.3
Pafah1b3,0.117,<0.00003,,0.099,0.103,0.150,28.4,27.3,28.5,94.7,120.5,89.8,107.5,185.0,117.6,1375.6,1387.0,98.1,120.0,105.3,986.5,1060.3,1098.3,272.4,271.0,297.5,1631.7,2172.5,1799.0
T2bp,0.121,0.0002,0.121,0.015,0.188,0.159,6.4,6.0,6.5,67.3,42.0,47.7,2.2,2.7,5.1,224.8,220.0,23.6,25.0,27.8,145.4,147.7,113.3,30.6,18.2,21.7,249.0,84.5,110.0
Nedd4,0.121,<0.00003,0.135,0.092,,0.136,22.9,27.1,24.8,204.2,185.3,166.2,24.5,21.0,23.7,261.0,240.4,45.7,36.1,41.8,56.5,53.0,61.5,107.9,118.4,102.4,899.5,785.0,728.9
Csrp2,0.122,<0.00003,,0.048,0.178,0.141,9.4,10.4,9.2,22.9,19.0,21.6,18.4,38.2,24.0,543.5,576.4,50.8,61.0,56.8,331.1,308.7,305.0,91.6,96.6,112.6,985.3,457.5,692.8
Fes,0.123,0.000233333333333,,0.051,0.138,0.180,19.2,21.1,21.5,28.2,30.0,26.2,21.5,23.6,19.7,413.8,431.2,30.8,29.6,33.2,200.6,199.5,280.2,65.8,126.9,52.5,448.0,421.1,494.9
Il18,0.125,<0.00003,,0.170,0.175,0.029,3.8,3.7,4.4,6.4,6.6,10.4,21.4,8.7,22.0,105.4,98.4,17.1,16.8,18.2,98.0,99.9,99.2,21.1,22.9,37.9,823.1,886.6,1126.3
Kctd12,0.125,0.000233333333333,0.236,0.033,0.082,0.150,39.1,38.0,41.6,193.4,154.8,155.6,14.6,11.7,12.2,413.8,369.4,42.0,38.6,37.4,478.8,452.9,513.8,113.2,90.1,77.4,562.6,605.3,698.3
1700021k19Rik,0.126,<0.00003,,0.085,0.157,0.136,,,,,,,413.2,453.5,336.0,4535.0,4944.0,83.2,89.1,106.3,588.6,523.3,663.9,191.1,101.7,130.1,1004.3,1078.7,1035.7
Edg3,0.126,<0.00003,0.169,0.205,,0.005,7.9,8.3,7.9,49.6,52.7,40.0,54.5,62.9,34.7,231.0,264.2,28.8,26.8,26.9,34.0,30.7,31.1,33.6,26.0,38.6,6113.4,5688.3,6581.7
Fgr,0.132,<0.00003,0.246,0.055,,0.094,7.0,11.7,9.7,40.4,29.4,45.5,6.4,10.4,11.1,163.1,175.1,25.5,32.9,24.2,65.3,56.8,48.7,51.8,56.0,41.2,500.4,609.3,478.6
Aldh2,0.132,0.0004,0.141,0.066,0.144,0.176,18.2,26.4,23.0,165.1,153.4,160.3,25.7,22.7,41.0,532.4,374.8,386.6,378.0,381.4,2592.8,2457.7,2906.9,487.4,562.0,521.3,3177.1,2498.0,3255.7
Pira6,0.132,<0.00003,0.062,,0.228,0.106,5.9,6.1,5.9,73.4,102.9,110.5,5.7,3.1,2.8,6.6,6.0,22.1,23.3,25.3,104.2,99.4,106.9,30.6,51.1,38.6,410.3,304.1,416.3
Adssl1,0.132,<0.00003,,0.028,0.191,0.179,7.1,7.9,6.9,10.5,12.3,9.9,12.2,2.5,7.5,272.0,262.7,35.9,36.6,24.7,152.5,166.1,190.6,26.7,36.5,32.7,230.8,111.3,195.1
Pou2f2,0.136,<0.00003,0.189,0.078,0.139,,33.1,32.6,26.4,178.1,157.3,151.0,39.3,17.5,32.6,404.0,358.6,83.2,85.5,96.2,643.9,564.7,692.8,212.2,298.9,182.3,404.1,957.7,587.3
Sspn,0.138,<0.00003,,0.105,0.166,0.141,7.6,7.3,6.5,8.3,9.2,10.6,10.9,14.2,5.1,114.3,76.7,20.1,33.3,20.3,139.7,139.3,164.8,22.7,30.7,20.5,165.7,125.8,232.2
Hvcn1,0.139,0.000166666666667,0.128,0.122,,0.165,80.2,80.8,69.9,590.7,604.0,602.7,741.4,680.6,806.6,5465.0,6718.0,,,,,,,974.7,996.1,752.4,6226.8,5350.7,4889.6
Sfpi1,0.139,0.000366666666667,0.088,0.197,0.252,0.018,9.7,7.9,10.0,99.7,102.6,112.0,3.9,5.7,5.5,35.1,16.2,31.4,30.9,42.7,139.4,121.2,155.4,13.2,17.4,19.7,863.0,873.7,995.8
Ehd4,0.139,<0.00003,0.149,0.133,0.136,,11.8,9.7,12.4,73.9,61.4,92.7,161.7,196.8,168.3,1324.6,1324.6,153.0,136.0,147.7,960.1,1068.5,1186.0,362.7,497.1,460.9,2024.5,2173.9,2468.6
4432416j03Rik,0.139,0.0002,,0.013,0.383,0.021,,,,,,,2.5,5.0,2.3,192.8,307.8,30.5,25.8,34.4,73.4,89.7,73.7,29.8,27.4,28.3,1290.9,794.6,1899.8
Hdac9,0.140,0.000133333333333,0.159,0.061,,0.201,11.6,10.1,11.7,63.5,71.6,75.6,4.3,10.4,3.0,66.1,127.7,24.0,28.4,29.2,31.1,27.3,31.1,24.8,62.2,17.5,60.7,275.0,184.4
Tnni2,0.140,<0.00003,,0.062,0.187,0.172,18.5,13.9,17.2,19.4,20.0,19.5,17.0,20.4,12.0,262.6,267.6,21.5,24.2,26.4,118.2,143.3,123.2,81.7,216.2,109.3,1067.0,665.9,640.7
Slc16a7,0.141,<0.00003,0.239,0.076,,0.106,6.8,6.8,7.5,29.8,31.1,27.4,2.7,2.1,4.3,25.3,54.4,29.7,22.7,19.7,31.9,24.9,21.7,25.4,17.1,13.1,225.2,75.8,221.2
Dnase1l3,0.141,0.000366666666667,0.287,0.145,0.119,0.015,6.5,7.0,5.9,17.9,20.8,29.0,8.3,14.8,9.9,73.0,78.0,21.3,21.4,19.2,160.8,160.1,197.8,122.4,111.5,101.9,8756.3,7481.2,6679.1
Cyp39a1,0.142,<0.00003,0.195,0.140,,0.090,11.7,15.4,11.9,59.8,58.5,81.4,8.3,10.4,10.1,44.3,92.9,37.9,44.3,37.5,43.5,41.5,50.7,33.1,22.7,23.4,375.6,158.2,342.2
Sh3bp2,0.143,0.0004,0.157,0.115,0.135,0.165,35.2,31.1,30.2,237.4,168.2,209.6,5.8,11.2,9.9,69.0,86.9,178.3,169.2,168.3,1312.5,1111.9,1398.1,47.7,43.5,29.4,215.2,338.6,177.9
